id	Amplitude	ContamPct	KSLabel	amplitude	channel	depth	firing_rate	group	n_spikes	shank
218	46.20000000	4.10000000	good	3.54587936	100	1020.00000000	8.5 spk/s		51444	0
219	58.00000000	4.80000000	good	1.97669792	101	1020.00000000	0.2 spk/s		1414	0
220	60.30000000	3.70000000	good	3.25686026	101	1020.00000000	17.6 spk/s		105981	0
221	39.80000000	100.00000000	mua	2.42569923	101	1020.00000000	0.6 spk/s		3672	0
222	26.80000000	4.70000000	good	1.88554561	101	1020.00000000	2.7 spk/s		16141	0
224	97.70000000	100.00000000	mua	3.00683689	102	1040.00000000	0.2 spk/s		1148	0
225	48.00000000	100.00000000	mua	3.80046725	102	1040.00000000	2.7 spk/s		16379	0
226	33.10000000	5.00000000	good	2.50838685	102	1040.00000000	5.5 spk/s		33298	0
227	45.80000000	100.00000000	mua	3.06411648	102	1040.00000000	3.7 spk/s		22111	0
228	26.20000000	100.00000000	mua	1.79969645	102	1040.00000000	2.6 spk/s		15410	0
229	36.30000000	8.70000000	good	2.65519667	102	1040.00000000	4.7 spk/s		28382	0
230	50.80000000	100.00000000	mua	3.22226381	102	1040.00000000	3.5 spk/s		21021	0
231	47.20000000	0.00000000	good	2.08269548	103	1040.00000000	0.7 spk/s		3956	0
232	13.80000000	4.90000000	good	1.18578827	104	1060.00000000	1.2 spk/s		7005	0
233	35.80000000	100.00000000	mua	2.38584876	104	1060.00000000	1.5 spk/s		9203	0
234	24.20000000	100.00000000	mua	1.79706609	103	1040.00000000	2.1 spk/s		12628	0
235	31.30000000	6.90000000	good	1.94843483	101	1020.00000000	1.6 spk/s		9630	0
236	43.60000000	100.00000000	mua	3.03887796	105	1060.00000000	1.7 spk/s		10133	0
237	32.10000000	100.00000000	mua	2.59837151	105	1060.00000000	2.2 spk/s		13408	0
238	34.20000000	100.00000000	mua	2.76546764	96	980.00000000	3.5 spk/s		21128	0
239	31.40000000	100.00000000	mua	2.48763323	106	1080.00000000	1.8 spk/s		10670	0
240	38.70000000	100.00000000	mua	2.90813923	106	1080.00000000	1.8 spk/s		10702	0
241	41.60000000	100.00000000	mua	2.89653039	106	1080.00000000	3.0 spk/s		18006	0
242	131.90000000	3.40000000	good	3.29325390	106	1080.00000000	0.4 spk/s		2451	0
243	68.00000000	0.10000000	good	2.66989994	106	1080.00000000	6.8 spk/s		40779	0
244	59.80000000	100.00000000	mua	2.47616577	106	1080.00000000	0.8 spk/s		4707	0
245	35.90000000	100.00000000	mua	2.35739732	106	1080.00000000	1.4 spk/s		8195	0
247	71.90000000	0.00000000	good	1.76257503	107	1080.00000000	1.5 spk/s		8844	0
248	25.90000000	100.00000000	mua	2.03613138	108	1100.00000000	0.4 spk/s		2453	0
249	26.80000000	100.00000000	mua	2.06773233	105	1060.00000000	0.5 spk/s		3100	0
250	60.60000000	100.00000000	mua	2.29201484	109	1100.00000000	0.2 spk/s		1261	0
251	26.00000000	100.00000000	mua	1.97870195	109	1100.00000000	1.5 spk/s		9112	0
252	32.10000000	100.00000000	mua	1.98436308	108	1100.00000000	0.5 spk/s		3090	0
253	17.60000000	100.00000000	mua	1.30008483	119	1200.00000000	1.3 spk/s		7983	0
